,cuisine,ingredient,name
142,chinese,"['3 pounds chicken wings', '3 tablespoons salt', '2 tablespoons white sugar', '6 tablespoons water', '6 tablespoons soy sauce', '1 tablespoon gin', '1/4 teaspoon ground ginger', '1 quart vegetable oil for frying']",Kowloon's Chinese Chicken Wings
143,chinese,"['1 pound red snapper fillets', '1/2 teaspoon salt', '1/2 teaspoon ground black pepper', '1 tablespoon grated fresh ginger', '1 tablespoon soy sauce', '2 teaspoons sesame oil', '2 shiitake mushrooms, thinly sliced', '1 tomato, quartered', '1/2 fresh red chile pepper, seeded and chopped', '2 sprigs cilantro, finely chopped']",Florns' Chinese Steamed Fish
144,chinese,"['1 teaspoon sesame oil', '1 cup chopped onion', '1/4 cup chopped green onion', '1/2 cup chopped celery', '1 cup bean sprouts', '1/4 teaspoon cornstarch', '1/2 pound shrimp, peeled, deveined and roughly chopped', '2 tablespoons soy sauce', '1 teaspoon salt', '8 eggs, well beaten']",Egg Foo Young
145,chinese,"['1 (.25 ounce) envelope active dry yeast', '1 cup lukewarm water', '4 1/2 cups all-purpose flour', '1/4 cup white sugar', '2 tablespoons shortening or vegetable oil', '1/2 cup boiling water', '2 tablespoons sesame oil', '2 tablespoons vegetable oil', '1 green onion, thinly sliced', '1 clove garlic, minced', '1/2 pound Asian barbequed pork, cubed', '2 tablespoons light soy sauce', '2 tablespoons oyster sauce', '1 tablespoon white sugar', '1 tablespoon cornstarch', '2 tablespoons water']",Chinese Steamed Buns with Barbecued Pork Filling
146,chinese,"['2 tablespoons cooking oil', '3 cloves garlic, minced', '1 onion, diced', '8 baby corn ears, sliced', '2/3 pound fresh mushrooms, sliced', '1 tablespoon fish sauce', '1 tablespoon light soy sauce', '1 tablespoon oyster sauce', '2 teaspoons cornstarch', '3 tablespoons water', '1 red chile pepper, sliced', '1/4 cup chopped fresh cilantro']",Stir-Fried Mushrooms with Baby Corn
147,chinese,"['1 egg', '1/4 teaspoon salt', '2 tablespoons tapioca flour', '1/4 cup cold water', '4 cups chicken broth', '1/8 teaspoon ground ginger', '1/8 teaspoon minced fresh garlic', '2 tablespoons chopped green onion', '1/4 teaspoon Asian (toasted) sesame oil (optional)', '1 pinch white pepper (optional)']",One-Egg Egg Drop Soup
148,chinese,"['1/2 pound thinly sliced pork loin', '1/4 cup soy sauce', '1/4 cup rice wine', '1 teaspoon white pepper', '1 teaspoon Chinese five-spice powder', '1 teaspoon cornstarch', '4 dried Chinese black mushrooms', '1 (8 ounce) package dried rice vermicelli', '1/4 cup vegetable oil, divided', '2 eggs, beaten', '1/4 clove garlic, minced', '1 tablespoon dried small shrimp', '3 carrots, cut into matchstick strips', '1/2 onion, chopped', '3 cups bean sprouts', '4 leaves napa cabbage, thinly sliced', 'salt to taste', '3 sprigs fresh cilantro for garnish']",Tsao Mi Fun (Taiwanese Fried Rice Noodles)
149,chinese,"['8 eggs', '1 teaspoon salt', '3 cups water', '1 tablespoon soy sauce', '1 tablespoon black soy sauce', '1/4 teaspoon salt', '2 tablespoons black tea leaves', '2 pods star anise', '1 (2 inch) piece cinnamon stick', '1 tablespoon tangerine zest']",Chinese Tea Leaf Eggs
150,chinese,"['2/3 cup hoisin sauce', '6 tablespoons rice vinegar', '1/2 cup minced green onions', '1/4 cup mushroom soy sauce', '4 tablespoons minced garlic', '2 tablespoons honey', '1/2 teaspoon sesame oil', '1 tablespoon toasted sesame seeds', '1/2 teaspoon ground white pepper', '1/2 teaspoon freshly ground black pepper', '1 (5 pound) boneless butterflied leg of lamb']",Asian Barbequed Butterflied Leg of Lamb
151,chinese,"['1/2 pound boneless pork loin roast', '1/2 cup barbecue sauce', '3 tablespoons shallots, chopped', '1/3 cup chicken broth', '1 tablespoon dark soy sauce', '1 tablespoon vegetable oil', '1 tablespoon white sugar', '1 recipe Chinese Steamed Buns']",Chinese Steamed Buns with BBQ Pork Filling
152,chinese,"['6 cups all-purpose flour', '1/4 cup white sugar', '1 3/4 cups warm water (110 degrees F/45 degrees C)', '1 tablespoon active dry yeast', '1 tablespoon baking powder', '2 tablespoons shortening', '1 pound finely chopped pork', '1 1/2 tablespoons light soy sauce', '1 1/2 tablespoons hoisin sauce', '1 teaspoon soy sauce', '1 1/2 tablespoons white sugar', '1 1/2 tablespoons soy sauce', '1 1/2 tablespoons oyster sauce', '1 cup water', '2 tablespoons cornstarch', '2 1/2 tablespoons water', '2 tablespoons shortening', '1 1/2 teaspoons sesame oil', '1/4 teaspoon ground white pepper']",Chinese Pork Buns (Cha Siu Bao)
153,chinese,"['8 ounces chopped pork', '1 (4 ounce) can shrimp, drained and chopped', '1 teaspoon salt', '2 green onions', '1 tablespoon chopped fresh ginger root', '1 tablespoon light soy sauce', '1 tablespoon rice wine', '1 tablespoon vegetable oil', '1 tablespoon white sugar', 'ground black pepper to taste', '2 1/2 tablespoons water', '1 recipe Chinese Steamed Buns']",Chinese Steamed Buns with Meat Filling
154,chinese,"['2 tablespoons dry sherry', '2 slices fresh ginger root', '1 tablespoon oyster sauce', '1/2 teaspoon Chinese five-spice powder', '4 1/2 teaspoons soy sauce', '1 tablespoon white sugar', '2 tablespoons hoisin sauce', '2 tablespoons ketchup', '1/2 teaspoon ground cinnamon', '1 1/2 pounds pork shoulder roast', '1 tablespoon honey']",Cantonese Barbecued Pork
155,chinese,"['1/2 cup white sugar', '1 cup warm milk (110 degrees F/45 degrees C)', '1 tablespoon active dry yeast', '4 cups bread flour', '2 eggs, beaten (divided)', '6 tablespoons vegetable oil', '2 teaspoons salt', '2 teaspoons water', '1 teaspoon sesame seeds for garnish (divided) (optional)']",Chinese Sweet Bun Dough
156,chinese,"['6 dry Chinese egg noodle nests', '1/4 cup peanut oil', '6 cloves garlic, minced', '2 tablespoons slivered fresh ginger', '2 teaspoons crushed red pepper flakes', '1 pound skinless, boneless chicken breast halves', '1/3 cup green onions, chopped', '2/3 cup julienned carrot', '1 (8 ounce) can sliced water chestnuts, drained', '2 (15 ounce) cans whole straw mushrooms, drained', '1/4 cup peanut butter', '1/4 cup oyster sauce', '3 tablespoons curry powder', '2 teaspoons soy sauce']",Singapore Noodles
157,chinese,"['3 ounces baby shrimp', '3 ounces skinless, boneless chicken pieces cut into chunks', '1 egg', '4 tablespoons cornstarch', '4 cups vegetable oil for frying', '3 cups chicken broth', '1 ounce mushrooms, chopped', '2 tablespoons chopped water chestnuts', '1/8 cup diced bamboo shoots', '1/3 cup fresh green beans, cut into 1 inch pieces', '1/2 teaspoon salt', '1 tablespoon sherry', '2/3 cup uncooked white rice']",Chinese Sizzling Rice Soup
158,chinese,"['1 1/2 pounds halibut, cut into 4 pieces', '3 green onions, cut into 3 inch lengths', '2 fresh mushrooms, sliced', '6 leaves napa cabbage, sliced into 4 inch pieces', '2 slices fresh ginger root, finely chopped', '2 cloves garlic, chopped', '1/4 cup low-sodium soy sauce', '1/8 cup water', 'crushed red pepper flakes to taste', 'fresh cilantro sprigs, for garnish']",Chinese-Style Steamed Fish
159,chinese,"['2 tablespoons light soy sauce', '4 tablespoons dark soy sauce', '1 tablespoon crushed black peppercorns', '6 cloves garlic, peeled and crushed', '10 fluid ounces orange juice, divided', '1 1/2 pounds pork spareribs', '1 cup orange juice', '1 cup water', '5 sticks cinnamon', '7 star anise', 'white sugar to taste', 'peanut or corn oil for frying', '3 hard-cooked eggs, peeled (optional)']",Singaporean Tender Pork Spare Ribs
160,chinese,"['2 tablespoons green peppercorns, drained', '1 cup coarsely chopped cilantro', '1 tablespoon olive oil', '1 pound Chinese yardlong beans', '4 cloves garlic, finely chopped', '2 teaspoons brown sugar', '1 small red chile pepper, seeded and chopped fine', '2 tablespoons water']",Chinese Peppered Green Beans
161,chinese,"['1 tablespoon honey', '1 teaspoon black peppercorns', '1/2 teaspoon salt', '2 tablespoons dark soy sauce', '2 tablespoons dry sherry', '6 boneless skinless chicken thighs, cut into chunks', '3 tablespoons vegetable oil', '1 tablespoon minced fresh ginger root', '1 tablespoon minced garlic', '1 tablespoon crumbled dried red chile pepper', '4 green onions, chopped', '1 teaspoon hot bean sauce', '2 tablespoons rice vinegar', '1 teaspoon sesame oil']",Hunan-Style Chicken
162,chinese,"['1/3 cup dry sherry', '1/3 cup oyster sauce', '2 teaspoons Asian (toasted) sesame oil', '1 teaspoon soy sauce', '1 teaspoon white sugar', '1 teaspoon cornstarch', '1 1/2 pounds beef sirloin steak, trimmed and cut into 1/8-inch-thick slices', '3 tablespoons vegetable oil, plus more if needed', '1 thin slice fresh ginger root', '1 clove garlic, minced', '1 pound broccoli, cut into florets', '1 (16 ounce) can sliced mushrooms, drained', '8 ounces snow peas']",Jamey's Restaurant Style Beef and Broccoli
163,chinese,"['1/3 cup white sugar', '1 cup milk', '1/4 cup softened butter', '1 tablespoon active dry yeast', '2 1/2 cups all-purpose flour', '1 egg, beaten', '1 cup all-purpose flour, or more if needed', '1/4 cup softened butter', '1/2 cup white sugar', '1/2 cup nonfat dry milk powder', '1/2 cup all-purpose flour', '1 cup finely grated fresh coconut', '1 egg (optional)', '1 tablespoon sesame seeds, for garnish (optional)']",Chinese Cocktail Buns
164,chinese,"['1 cup water', '2 (.25 ounce) envelopes unflavored gelatin powder', '1 cup water', '2 cups milk', '3/4 cup sugar', '1 1/2 teaspoons almond extract']",Almond Jelly
165,chinese,"['1 1/2 cups chopped daikon', '3/4 teaspoon salt', '1 tablespoon rice vinegar', '1/4 teaspoon ground black pepper', '1/4 teaspoon sesame oil (optional)']",Overnight Chinese Daikon Radish Pickles
166,chinese,"['1/4 teaspoon salt', '3/4 cup warm water', '1 cup all-purpose flour', '1/4 teaspoon vegetable oil (optional)', '1/4 cup all-purpose flour', '1 tablespoon vegetable oil', '1 tablespoon Asian (toasted) sesame oil, or as needed', '1/2 cup finely chopped green onion', '1 tablespoon vegetable oil, or as needed']",Pan-Fried Chinese Pancakes
167,chinese,"['8 cups chicken broth', '3 tablespoons soy sauce', '2 teaspoons sesame oil', '2 teaspoons rice wine vinegar', '2 teaspoons lemon juice', '2 teaspoons minced garlic', '1 1/2 teaspoons chile-garlic sauce (such as Sriracha®)', 'salt to taste', '8 cups water', '20 wontons']",Wonton Soup With A Kick
168,chinese,"['1 1/2 cups chicken broth', '1/2 cup soy sauce', '1 tablespoon cornstarch', '3/4 teaspoon ground ginger', '3/4 teaspoon brown sugar', '1/4 cup cornstarch', '1 1/2 teaspoons ground ginger', '1/4 teaspoon curry powder', '2 pounds skinless, boneless chicken breast meat - cut into cubes', '3 tablespoons extra-virgin olive oil', '1 tablespoon sesame oil', '3 green onions, chopped', '1 bell pepper, chopped', '1 teaspoon sesame seeds', '1/2 cup cashews']",Ginger Chicken with Cashews
169,chinese,"['1 pound extra-lean ground beef', '1 small onion, chopped', '8 ounces spinach, rinsed and chopped', '1 clove garlic, minced', '1 teaspoon grated fresh ginger root', '2 green onions, chopped', '2 tablespoons chopped fresh cilantro', 'salt to taste', '12 wonton wrappers', '1 tablespoon soy sauce', '1 tablespoon rice vinegar', '1 tablespoon chili oil', '1 (1/2 inch) piece fresh ginger root, grated']",Lee's Incredible Momos
170,chinese,"['1/4 pound ground pork', '1 cup chopped watercress', '1/2 (8 ounce) can water chestnuts, drained and chopped', '1/4 cup chopped green onions', '1 tablespoon oyster sauce', '1 1/2 tablespoons sesame oil', '1 teaspoon minced garlic', '1 teaspoon soy sauce', '1/8 teaspoon ground white pepper', '1/8 teaspoon salt', '1 (16 ounce) package round dumpling skins', '1 pound peeled and deveined medium shrimp']",Cantonese Style Pork and Shrimp Dumplings
171,chinese,"['1 serrano chile pepper, seeded and minced', '5 cups chicken broth', '2 cloves garlic, minced', '1 teaspoon minced fresh ginger', '5 fresh shiitake mushrooms, stemmed and sliced', '1/2 pound firm tofu, cut into strips', '1 (8 ounce) can bamboo shoot strips, drained', '1 cup bean sprouts', '2 tablespoons tamari', '2 tablespoons rice vinegar', '1 tablespoon soy sauce', '1 teaspoon black pepper', '2 tablespoons cornstarch', '2 tablespoons mirin (Japanese sweet wine)', '2 green onions, thinly sliced', '1 tablespoon fresh cilantro, leaves picked from stems', '1 egg, beaten']",Hot and Sour Soup with Bean Sprouts
172,chinese,"['1 pound chicken wings', '2 tablespoons white sugar', '1/2 cup soy sauce', '1/4 cup rice wine', '3 tablespoons chili garlic sauce', '1 tablespoon sesame oil', '2 cloves garlic, minced', '1/4 cup water']",Spicy Chinese Chicken Wings
173,chinese,"['1 tablespoon rice wine', '1/2 teaspoon cornstarch', '3/4 pound ground pork', '2 tablespoons finely chopped green onion (white and light green parts)', '1 tablespoon soy sauce', '1 teaspoon minced fresh ginger', '1 teaspoon sesame oil', '1 teaspoon white sugar', 'salt to taste', '25 wonton wrappers', '1 egg, beaten', '3 heads bok choy, sliced', '10 sugar snap peas, sliced', '1 carrot, thinly sliced', '2 tablespoons finely chopped green onion (white and light green parts)', '2 cups chicken broth', '1 cup water', '1/4 cup finely chopped green onion (white and light green parts)']",Pork Wonton Soup
174,chinese,"['2/3 cup soy sauce', '1/2 cup honey', '1/2 cup Chinese rice wine (or sake or dry sherry)', '1/3 cup hoisin sauce', '1/3 cup ketchup', '1/3 cup brown sugar', '4 cloves garlic, crushed', '1 teaspoon Chinese five-spice powder', '1/2 teaspoon freshly ground black pepper', '1/4 teaspoon cayenne pepper', '1/8 teaspoon pink curing salt (optional)', '1 (3 pound) boneless pork butt (shoulder)', '1 teaspoon kosher salt, or to taste']",Chinese Barbeque Pork (Char Siu)
175,chinese,"['1 (1 pound) beef skirt steak', '1/3 cup hoisin sauce', '3 tablespoons Chinese vinegar (or sherry vinegar)', '1 tablespoon soy sauce', '2 teaspoons hot sauce', '2 teaspoons sesame oil', '1 tablespoon grated fresh ginger root', '4 cloves garlic, finely minced', '1 tablespoon packed brown sugar', '1 teaspoon salt', '1/2 teaspoon freshly ground black pepper', '1 green onion, light parts only, minced', 'Toasted sesame seeds']",Grilled Hoisin Beef
176,chinese,"['4 cups peanut oil for frying', '2 eggs', '1 teaspoon sesame oil', '1/2 cup cornstarch', '1 pound skinless, boneless chicken thighs, cut into bite-sized pieces', '1 1/2 tablespoons rice vinegar', '2 tablespoons rice wine', '3 tablespoons white sugar', '3 tablespoons soy sauce', '1 teaspoon sesame oil', '1 tablespoon banana ketchup', '2 tablespoons peanut oil', '6 dried whole red chilies', '1/2 cup diced onion', '1 tablespoon minced garlic', '1 tablespoon orange zest', '2 tablespoons minced green onions', '1 tablespoon toasted sesame seeds']",General Tso's Chicken
177,chinese,"['1 cup long grain white rice', '1/2 teaspoon salt', '1 teaspoon vegetable oil', '5 cups water', '1/2 pound boneless pork loin roast', '1 1/2 teaspoons oyster sauce', '1 salted (hard-cooked) duck egg, chopped', '1 hundred-year egg, minced', '1 (1 inch) piece fresh ginger root, thinly sliced', '1/2 cup chopped green onion', 'ground black pepper to taste', 'soy sauce to taste']",Cantonese Lean Pork Congee
178,chinese,"['1 pound pork spareribs, cut into 3 inch pieces', '1 tablespoon vegetable oil', '1 (1 inch) piece fresh ginger root, sliced', '5 green onions cut into 2-inch pieces', '1/2 teaspoon ground cinnamon', '2 cups water', '1 1/2 tablespoons soy sauce', '1 teaspoon white sugar', '1 teaspoon rice wine', '1/4 teaspoon salt', '1/4 teaspoon pepper']",Chinese Braised Spare Ribs
179,chinese,"['2 tablespoons Asian-style toasted sesame salad dressing', '1 pound skinless, boneless chicken breast halves - cut into 1 1/2 inch pieces', '1/4 cup orange juice', '2 tablespoons Asian-style toasted sesame salad dressing', '1 red bell pepper, cut into 1 inch chunks', '1 zucchini, cut into 1 inch chunks', '2 cups broccoli florets', '2 green onions, cut into 1/2-inch pieces']",Orange-Chicken Rice Bowl
180,chinese,"['1 (16 ounce) box sweet rice flour (mochiko)', '1 cup canola oil', '2 1/2 cups milk', '1 1/2 cups white sugar', '1 teaspoon baking powder', '3 eggs, beaten', '1/2 (18.75 ounce) can sweetened red bean paste', '2 tablespoons toasted sesame seeds']",Chinese Sticky Rice Cake
181,chinese,"['Filling:', '1 pound ground pork', '4 cloves minced garlic', '1/2 cup finely chopped green onions', '3 tablespoons very finely minced fresh ginger', '2 tablespoons soy sauce', '1 teaspoon soy sauce', '1 teaspoon sesame oil', '1 pinch cayenne pepper', '1 1/2 cups finely chopped green cabbage', 'Dough:', '2 1/2 cups all-purpose flour', '3/4 teaspoon kosher salt', '1 cup hot water, about 130 -150 F (55-65 C)', 'Dipping Sauce:', '1/4 cup seasoned rice vinegar', '1/4 cup soy sauce', 'For Frying:', '6 tablespoons vegetable oil for frying, or as needed - divided', '8 tablespoons water for steaming, divided']",Perfect Pot Stickers
182,chinese,"['1 quart oil for frying', '1 tablespoon vegetable oil', '1 clove garlic, minced', '2 tablespoons minced onion', '1 medium head bok choy, chopped', '2 tablespoons chopped snow peas', '1 (6 ounce) can crab meat, drained', '1 (8 ounce) package cream cheese, softened', '1 tablespoon soy sauce', '1 (14 ounce) package small won ton wrappers']",Crab Rangoon II
183,chinese,"['1/2 pound skinless, boneless chicken breast meat - finely chopped', '1 tablespoon sherry', '1/4 teaspoon salt', '2 egg whites', '1 (14.75 ounce) can cream-style corn', '4 cups chicken broth', '2 teaspoons soy sauce', '1/4 cup water', '2 tablespoons cornstarch', '4 slices crisp cooked bacon, crumbled']",Chinese Creamy Corn Soup
184,chinese,"['2 small (1 pound) fresh live lobsters', '1/3 cup peanut oil, divided', '1 clove garlic, crushed', '1 slice fresh ginger root, minced', '6 ounces lean ground pork', '1 cup chicken broth', '1 tablespoon cooking sherry', '1 tablespoon soy sauce', '1 tablespoon cornstarch', '1 teaspoon brown sugar', '2 eggs, beaten', '3 green onions, chopped']",Cantonese Style Lobster
185,chinese,"['2 tablespoons unflavored gelatin', '1 3/8 cups boiling water', '1 (5 ounce) can evaporated milk', '1 cup white sugar', '1 teaspoon coconut extract', '2 egg whites']",Chinese Coconut Pudding
186,chinese,"['1 pound ground pork', '2 tablespoons cornstarch', '1/2 bunch cilantro leaves, finely chopped', '3 tablespoons soy sauce', '2 tablespoons white sugar', '2 tablespoons minced garlic', '2 tablespoons minced fresh ginger', '2 eggs', '6 cups water', '2 pounds Chinese winter melon (dong gua), cut into 1 inch cubes', '3 slices fresh ginger', '1 tablespoon salt', '1 tablespoon white sugar']",Winter Melon Meatball Soup
187,chinese,"['2 tablespoons soy sauce', '2 tablespoons white wine', '1 teaspoon sesame oil', '2 teaspoons cornstarch', '1 pound pork tenderloin, cut into thin strips', '1 3/4 ounces dried shiitake mushrooms', '1/2 cup sliced green onions', '3 tablespoons minced garlic', '2 tablespoons peeled and minced fresh ginger', '1 head napa cabbage', '3 tablespoons soy sauce', '3 tablespoons white wine', '1/2 teaspoon cornstarch', '1/2 teaspoon white sugar', '1/4 teaspoon ground black pepper', '1 tablespoon vegetable oil, plus more if needed', '1 teaspoon sesame oil', '2 large eggs, beaten', '2 tablespoons white wine', '1 cup hoisin sauce', '1 tablespoon soy sauce', '1 teaspoon sesame oil', '16 frozen Chinese moo shu pancakes, thawed and warmed']",Mu Shu Pork
188,chinese,"['1/2 pound green beans, trimmed and cut into 1-inch pieces', '1/4 cup water', '1 tablespoon minced ginger', '2 cloves garlic, minced', '1 teaspoon sesame oil', '2 tablespoons soy sauce', '1 tablespoon rice vinegar', '1/2 teaspoon white sugar', '1/4 teaspoon red pepper flakes']",Spicy Szechuan Green Beans
189,chinese,"['2 cups all-purpose flour', '1 tablespoon salt, divided', '3/4 cup boiling water', '1/2 cup cold water, or as needed', 'vegetable oil, or as needed, divided', '1 bunch green onions (scallions), minced']",Chinese Scallion Pancakes
190,chinese,"['2 skinless, boneless chicken breast halves - cut into thin strips', '1 tablespoon cornstarch', '1 1/2 teaspoons sesame oil', '2 tablespoons vegetable oil', '4 cloves garlic, minced', '1 bunch pea shoots, trimmed', '3/4 cup chicken broth', 'salt and black pepper to taste']",Pea Shoots and Chicken in Garlic Sauce
191,chinese,"['2 tablespoons melted butter', '1/2 cup white vinegar', '1/4 cup water', '1/2 cup mayonnaise', '2 tablespoons prepared horseradish', '1 tablespoon white sugar', '3/4 teaspoon ground black pepper', '1 pinch salt', '4 chicken leg quarters']",Shandong Chinese Chicken
192,chinese,"['1/2 cup soy sauce', '1/2 cup cooking sherry', '3/4 teaspoon white sugar', '3/4 teaspoon ground ginger', '2 tablespoons cornstarch', '3/4 teaspoon crushed red pepper', '1/2 teaspoon garlic powder', '2 pounds skinless, boneless chicken breasts, cut into bite-size pieces', '1 tablespoon vegetable oil', '1 large green bell pepper, sliced', '1 large onion, quartered', '1/2 cup whole cashews']",Szechwan Chicken
193,chinese,"['1 (.25 ounce) package unflavored gelatin', '3/4 cup boiling water', '1/4 cup white sugar', '1 cup whole milk', '1 teaspoon almond extract', '1/2 (15.25 ounce) can fruit cocktail, including syrup']",Almond Gelatin
194,chinese,"['1 slice bacon', '1 egg, beaten', '1 (6 inch) corn tortilla', '1/4 cup sweet corn kernels', '1 tablespoon smooth salsa']",Chinese Dan-Bin
195,chinese,"['6 cups water', '1 whole bone-in chicken breast, with skin', '6 ounces dry Chinese noodles', '1 teaspoon sesame oil', '1/4 cup tahini', '3 tablespoons water', '1 tablespoon sesame oil', '2 teaspoons chili oil (optional)', '3 tablespoons soy sauce', '2 tablespoons red wine vinegar', '1/4 cup peanut oil', '2 tablespoons minced garlic']",Chicken and Cold Noodles with Spicy Sauce
196,chinese,"['1 (4 pound) whole rockfish, dressed', '1/4 cup vegetable oil', '1 green onion, thinly sliced diagonally', '1 (1 inch) piece fresh ginger, peeled and cut into matchstick strips', '1/2 cup soy sauce']",Authentic Chinese Steamed Fish
197,chinese,"['2 cloves garlic, minced', '2 tablespoons olive oil', '1 pound ground pork', '1 (14 ounce) package firm tofu, cubed', '1 tablespoon spicy black bean sauce', 'soy sauce to taste', '2 tablespoons dry sherry', '1 bunch green onions, chopped']",Chinese Style Ground Pork and Tofu
198,chinese,"['1 salted (hard-cooked) duck egg, shelled', '1 1/2 pounds ground pork', '1 egg', '1 tablespoon soy sauce', '1/2 teaspoon white sugar', '1/4 teaspoon salt', '1 teaspoon ground black pepper', '1 tablespoon milk', '1/2 head broccoli, cut into florets']",Ground Pork Cake with Salty Egg (Haam Daan Ju Yoke Beng)
199,chinese,"['1 pound lean ground pork', '1 pound medium shrimp - peeled, deveined, and coarsely chopped', '5 dried black or shiitake mushrooms, reconstituted in hot water and chopped', '3 green onions, finely chopped', '1 egg', '2 tablespoons soy sauce', '1 1/2 teaspoons salt', '3 tablespoons dashi (dried fish flakes) (optional)', '2 (14 ounce) packages square wonton wrappers']",Wontons for Wonton Noodle Soup
200,chinese,"['3 tablespoons light soy sauce', '1 teaspoon white sugar', '1 tablespoon cornstarch', '3 tablespoons Chinese rice wine', '1 medium green onion, diced', '2 skinless, boneless chicken breast halves - cut into bite-size pieces', '3 cloves garlic, chopped', '1 yellow onion, thinly sliced', '2 green bell peppers, thinly sliced', '1 (12 ounce) package firm tofu, drained and cubed', '1/2 cup water', '2 tablespoons oyster sauce', '1 1/2 tablespoons chili paste with garlic']",Stir-Fried Chicken with Tofu and Mixed Vegetables
201,chinese,"['1 egg white', '1 tablespoon Chinese rice vinegar', '1 tablespoon cornstarch', '1 teaspoon kosher salt', '1 pound skinless, boneless chicken breast, thinly sliced', '8 cups water', '1 tablespoon peanut oil']","Velveting Chicken Breast, Chinese Restaurant-Style"
202,chinese,"['1 cup brown rice', '2 1/2 cups water', '2 tablespoons olive oil', '3 tablespoons lemon juice', '3 tablespoons soy sauce', '1 teaspoon minced fresh ginger root', '1 teaspoon teriyaki sauce', 'salt and black pepper to taste', '2 cups chopped, cooked chicken breast meat', '1 cup sliced celery', '1 cup sliced water chestnuts', '1 cup sliced fresh mushrooms', '1/2 cup diced green onion', '1/2 cup diced red bell pepper']",Chinese Chicken Rice Salad
203,chinese,"['3 potatoes, cubed', '1 carrot, chopped', '1 turnip, chopped', '1 onion, chopped', '5 cloves garlic, minced', '1 chicken leg', 'salt and pepper to taste']",Chinese Chicken and Potato Soup
204,chinese,"['1 pound fresh shrimp, peeled, deveined and finely minced', '1/2 yellow onion, minced', '1/2 cup finely chopped water chestnuts', '1/2 cup finely chopped celery', '1 green onion, finely chopped', '1/2 cup cooked crabmeat', '1 egg, beaten', '1 1/2 tablespoons chopped fresh parsley', '1 teaspoon sesame oil', 'salt to taste', 'ground black pepper to taste', '5 drops soy sauce', '1 teaspoon minced garlic', '2 cups oil for frying', '8 thick slices white bread', '1/4 cup soy sauce', '1 tablespoon water', '1 teaspoon sesame oil', '3 tablespoons chopped fresh parsley', 'garlic powder to taste', '1 teaspoon white sugar']",Daddy's Shrimp Toast
205,chinese,"['1 pound fresh Chinese wheat noodles', '1/2 pound fresh asparagus', '2 tablespoons canola oil', '2 cloves garlic, minced', '1 teaspoon minced fresh ginger root', '1 cup water', '1 tablespoon cornstarch', '2 tablespoons Chinese rice wine', '2 tablespoons soy sauce', '1 tablespoon fermented black beans', '8 ounces spinach with stems, rinsed', '2 teaspoons dark sesame oil', 'salt and pepper to taste']",Chinese Noodle Pancakes with Asparagus
206,chinese,"['1 medium eggplant, cubed', '1 teaspoon salt', '16 ounces fresh Chinese wheat noodles', '2 tablespoons sherry', '1 tablespoon cornstarch', '1/4 cup red wine vinegar', '1/3 cup water', '1 tablespoon minced fresh ginger root', '1 tablespoon white sugar', '2 tablespoons vegetarian fish sauce', '2 cups sliced onion', '3 tablespoons canola oil', '4 cloves garlic, minced', '1 red bell pepper, julienned', '4 tablespoons chopped, unsalted dry-roasted peanuts', '1 tablespoon chopped fresh mint (optional)']",Crispy Chinese Noodles with Eggplant and Peanuts
207,chinese,"['2 cups chicken broth', 'white pepper to taste', '2 dashes sesame oil', '1 egg, beaten', '2 tablespoons peas', '1 green onion, chopped']",Whitney's Egg Flower Soup
208,chinese,"['1 (16 ounce) box sweet rice flour (mochiko)', '2 cups brown sugar', '3/4 cup white sugar', '1 teaspoon baking soda', '1 (13.5 ounce) can coconut milk', '2 cups milk', '2 teaspoons vanilla extract', '2 tablespoons sesame seeds']",Crispy Baked Gau
209,chinese,"['1 teaspoon vegetable oil', '1 teaspoon oyster sauce', '1/2 teaspoon cornstarch', '3/4 pound beef tenderloin, cut into 1/4 inch strips', '1 teaspoon water', '1 teaspoon cornstarch', '2 tablespoons oyster sauce', '1 teaspoon sugar', '1 teaspoon black pepper', '1 tablespoon vegetable oil', '1/2 onion, thinly sliced']",Spicy Beef Filet in Oyster Sauce
210,chinese,"['1/2 pound raw shrimp, peeled and deveined', '1/4 cup diced water chestnuts', '1/4 cup chopped cilantro leaves', '1/2 cup finely sliced green onions, plus more for garnish if desired', '3 garlic cloves, crushed', '1 tablespoon finely grated ginger root', '1 anchovy filet', '1 teaspoon toasted sesame oil', '1 teaspoon Asian fish sauce', '1 tablespoon soy sauce, or more to taste', '1 egg white', '1/2 teaspoon white sugar', '1/2 teaspoon paprika', '1 pinch cayenne pepper', '1 pinch salt', '4 thick slices white bread', 'Sesame seeds (optional)', '1 cup vegetable oil for frying, or as needed']",Chef John's Shrimp Toast
211,chinese,"['2 1 1/2-inch-thick New York strip steaks, cut into 1-inch pieces', '2 teaspoons dried minced onion', '1/4 teaspoon minced garlic', '1 tablespoon soy sauce (optional)', '2 cups white rice', '4 cups water', '2 tablespoons vegetable oil', '1/2 cup canned sliced bamboo shoots, drained', '1/2 cup canned sliced mushrooms, drained (optional)', '1/4 cup chopped green onion', '1/2 green bell pepper, thinly sliced', '1/2 teaspoon red pepper flakes (optional)', '3 tablespoons soy sauce', '1 cup broccoli florets', '1/4 cup sugar snap peas (optional)', '2 teaspoons cornstarch', '2 tablespoons water', '1/2 (10 fluid ounce) bottle oyster sauce', '1/4 cup chopped green onion']",Fun Karnal (Beef and Broccoli)
